ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-18290,19.0,c1ccc(c(c1)C(=O)O)Br,Brc1ccccc1
EN300-18375,19.0,COc1cccc(c1)C(=O)O,COc1ccccc1
EN300-152600,389.0,c1cc(c(cc1I)C(=O)O)N2CCOCC2,Ic1ccc(N2CCOCC2)cc1
EN300-152705,183.0,C[C@@H](C(=O)O)NC(=O)N,CCNC(N)=O
EN300-152211,361.0,Cc1cc(cc2c1oc(c2C)C(=O)O)Br,Cc1coc2c(C)cc(Br)cc12
EN300-152224,367.0,C=CCC(c1ccccc1)C(=O)O,C=CCCc1ccccc1
EN300-153736,216.0,C=CCSc1ccccc1C(=O)O,C=CCSc1ccccc1
EN300-141093,437.0,c1c(cc(=O)[nH]c1C2CC2)C(=O)O,O=c1cccc(C2CC2)[nH]1
EN300-141353,383.0,COC(=O)CS(=O)(=O)CC(=O)O,COC(=O)CS(C)(=O)=O
EN300-141809,538.0,C1CS(=O)(=O)CCC12CC2C(=O)O,O=S1(=O)CCC2(CC2)CC1
EN300-19900,19.0,c1cnc(cn1)C(=O)O,c1cnccn1
EN300-21196,19.0,CCOC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)O,CCOC(=O)c1cccc([N+](=O)[O-])c1
EN300-39977,162.0,CC(C)NC(=O)CN(C)CC(=O)O,CC(C)NC(=O)CN(C)C
EN300-154490,331.0,Cc1c(c(no1)C2CC2)C(=O)O,Cc1cc(C2CC2)no1
EN300-154906,672.0,COC1C2CC3CC1CC(C3)(C2)C(=O)O,COC1C2CC3CC(C2)CC1C3
