ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-6473260,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4ccc(cc4)[C@@H]5C[C@H]5C(=O)O,Cc1ccc(C2CC2)cc1
EN300-6766667,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NC4(CC(C4)c5ccccn5)C(=O)O,c1ccc(C2CCC2)nc1
EN300-1720363,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4ccc5cc(ccc5c4)C(=O)O,Cc1ccc2ccccc2c1
EN300-1720351,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4cccc5c4cc(cc5)C(=O)O,Cc1cccc2ccccc12
EN300-6479504,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCC45CC(C4)(C6(O5)CCOCC6)C(=O)O,CC12CC(C1)C1(CCOCC1)O2
EN300-7355259,1370.0,Cc1cc(c2ccccc2n1)C[C@@H](C(=O)O)NC(=O)OCC3c4ccccc4-c5c3cccc5,CCc1cc(C)nc2ccccc12
EN300-6496432,1370.0,Cc1ccc2cc(ccc2n1)C[C@@H](C(=O)O)NC(=O)OCC3c4ccccc4-c5c3cccc5,CCc1ccc2nc(C)ccc2c1
EN300-650258,1393.0,Cc1cc(ccc1Cl)C(C(=O)O)NC(=O)OCC2c3ccccc3-c4c2cccc4,Cc1ccc(Cl)c(C)c1
EN300-649920,1406.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NC45C6C7C4C8C5C6C78C(=O)O,C12C3C4C1C1C2C3C41
EN300-649857,1414.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@@H]4CCCC[C@@H]4C(=O)O,C1CCCCC1
EN300-1442057,1414.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NC4(CCC5(CC4)OCCO5)C(=O)O,C1CCC2(CC1)OCCO2
